,stock_no,stock_name
12089,078265,臺股指群益06購01
12090,078266,道瓊反國票08購02
12091,078267,元金2X國票08購03
12092,078268,國巨國票07購03
12093,078269,國巨國票09購01
12094,078270,旺宏國票07購02
12095,078271,旺宏國票08購02
12096,078272,技嘉國票08購01
12097,078273,南亞科國票08購02
12098,078274,宏達電國票08購01
12099,078275,亞光國票09購01
12100,078276,明泰國票07購01
12101,078277,玉晶光國票08購06
12102,078278,京鼎國票08購01
12103,078279,聯鈞國票07購01
12104,078280,臻鼎國票07購01
12105,078281,臻鼎國票09購01
12106,078282,同欣電國票07購01
12107,078283,台表科國票07購01
12108,078284,晶碩國票07購01
12109,078285,南茂國票07購01
12110,078286,聯電第一06購01
12111,078287,和大國票07購01
12112,078288,寶齡國票06購01
12113,078289,華邦電國票08購02
12114,078290,佳世達國票07購01
12115,078291,智原國票07購01
12116,078292,華晶科國票07購01
12117,078293,立積國票08購01
12118,078294,嘉聯益國票08購01
12119,078295,台灣50兆豐06購01
12120,078296,滬深2X兆豐07購01
12121,078297,A50正2兆豐07購01
12122,078298,聯電兆豐07購01
12123,078299,聯電兆豐07購02
12124,078300,聯電兆豐07購03
12125,078301,金寶兆豐07購01
12126,078302,國巨兆豐06購07
12127,078303,旺宏兆豐06購01
12128,078304,華邦電兆豐07購01
12129,078305,友達兆豐07購01
12130,078306,玉晶光兆豐07購01
12131,078307,京鼎兆豐07購01
12132,078308,日月光兆豐06購01
12133,078309,立積兆豐07購01
12134,078310,元金2X元富0A購01
12135,078311,圓剛元富06購01
12136,078312,圓剛元富09購01
12137,078313,圓剛元富0C購01
12138,078314,玉晶光元富09購04
12139,078315,聯電麥證06購02
12140,078316,聯電麥證06購03
12141,078317,聯電麥證06購04
12142,078318,國巨麥證06購01
12143,078319,智邦麥證06購01
12144,078320,微星麥證06購01
12145,078321,南亞科麥證06購01
12146,078322,友達麥證06購01
12147,078323,友達麥證06購02
12148,078324,長榮麥證06購01
12149,078325,力成麥證06購01
12150,078326,恆大康和06購01
12151,078327,台積電康和07購01
12152,078328,友達康和07購01
12153,078329,群創康和08購01
12154,078330,立積康和06購01
12155,078331,亞德客凱基07購01
12156,078332,聯電凱基07購03
12157,078333,聯電凱基08購02
12158,078334,聯電凱基0A購01
12159,078335,台積電凱基0A購02
12160,078336,友訊凱基07購01
12161,078337,旺宏凱基0A購01
12162,078338,華邦電凱基0A購01
12163,078339,佳世達凱基06購01
12164,078340,凌陽凱基06購01
12165,078341,南亞科凱基06購02
12166,078342,友達凱基08購02
12167,078343,圓剛凱基06購01
12168,078344,圓剛凱基07購01
12169,078345,義隆凱基06購01
12170,078346,強茂凱基06購02
12171,078347,智原凱基06購01
12172,078348,華晶科凱基06購02
12173,078349,群創凱基09購03
12174,078350,立積凱基06購01
12175,078351,祥碩凱基06購01
12176,078352,彩晶凱基07購01
12177,078353,臺股指凱基0C購01
12178,078354,台灣50元大06購06
12179,078355,和大元大06購01
12180,078356,和大元大07購01
12181,078357,大成鋼元大06購04
12182,078358,華通元大08購01
12183,078359,旺宏元大07購01
12184,078360,華邦電元大06購04
12185,078361,華邦電元大06購05
12186,078362,華邦電元大07購03
12187,078363,南亞科元大06購04
12188,078364,南亞科元大06購05
12189,078365,南亞科元大06購06
12190,078366,圓剛元大06購01
12191,078367,圓剛元大07購01
12192,078368,全新元大07購01
12193,078369,宏達電元大07購01
12194,078370,和鑫元大06購02
12195,078371,聯鈞元大06購01
12196,078372,群創元大08購03
12197,078373,立積元大06購02
12198,078374,立積元大06購04
12199,078375,瀚宇博元大07購01
12200,078376,彩晶元大06購05
12201,078377,同欣電元大06購01
12202,078378,臺股指元大06購05
12203,078379,臺股指元大06購06
12204,078380,臺股指元大06購07
12205,078381,臺股指元大06購08
12206,078382,臺股指元大06購09
12207,078383,聯電國泰09購01
12208,078384,友達國泰08購02
12209,078385,友達國泰08購03
12210,078386,圓剛國泰08購01
12211,078387,圓剛國泰08購02
12212,078388,大成鋼富邦08購01
12213,078389,聯電富邦07購01
12214,078390,旺宏富邦08購01
12215,078391,華邦電富邦07購01
12216,078392,群創富邦07購01
12217,078393,立積富邦07購01
12218,078394,同欣電富邦07購01
12219,078395,元金2X永豐06購01
12220,078396,和大永豐06購01
12221,078397,大成鋼永豐06購01
12222,078398,聯電永豐06購02
12223,078399,台達電永豐06購01
12224,078400,友訊永豐06購01
12225,078401,旺宏永豐06購02
12226,078402,華邦電永豐06購03
12227,078403,佳世達永豐06購01
12228,078404,凌陽永豐06購01
12229,078405,南亞科永豐06購02
12230,078406,友達永豐06購02
12231,078407,圓剛永豐06購01
12232,078408,盟立永豐06購01
12233,078409,瑞軒永豐06購01
12234,078410,聯陽永豐06購01
12235,078411,智原永豐06購01
12236,078412,華晶科永豐06購01
12237,078413,群創永豐06購02
12238,078414,立積永豐06購02
12239,078415,立積永豐06購03
12240,078416,立積永豐06購04
12241,078417,聚碩永豐06購01
12242,078418,彩晶永豐06購02
12243,078419,致新永豐06購01
12244,078420,深中小群益07購01
12245,078421,A50正2群益06購01
12246,078422,元金2X群益06購01
12247,078423,和大群益06購01
12248,078424,聯電群益07購01
12249,078425,台積電群益06購05
12250,078426,友訊群益06購01
12251,078427,旺宏群益06購03
12252,078428,華邦電群益06購03
12253,078429,華邦電群益06購04
12254,078430,佳世達群益06購01
12255,078431,技嘉群益07購01
12256,078432,南亞科群益06購03
12257,078433,友達群益09購02
12258,078434,圓剛群益06購01
12259,078435,圓剛群益06購02
12260,078436,晶技群益06購01
12261,078437,玉晶光群益06購01
12262,078438,玉晶光群益06購02
12263,078439,群創群益09購02
12264,078440,正文群益06購01
12265,078441,泰鼎群益06購01
12266,078442,立積群益06購01
12267,078443,立積群益06購02
12268,078444,彩晶群益09購03
12269,078445,惠特群益06購02
12270,078446,臺股指群益06購02
12271,078447,旺宏第一06購01
12272,078448,遠東新中信06購01
12273,078449,聯電中信07購03
12274,078450,友達中信06購02
12275,078451,台達電兆豐06購01
12276,078452,華邦電兆豐07購02
12277,078453,友達兆豐06購02
12278,078454,可成兆豐06購02
12279,078455,萬海兆豐06購01
12280,078456,大立光兆豐06購04
12281,078457,台積電麥證06購02
12282,078458,台積電麥證06購03
12283,078459,台積電麥證06購04
12284,078460,聯電康和06購02
12285,078461,岱宇統一07購01
12286,078462,岱宇統一08購01
12287,078463,聯電統一07購03
12288,078464,聯電統一08購02
12289,078465,鴻海統一08購02
12290,078466,台積電統一0A購01
12291,078467,旺宏統一07購02
12292,078468,旺宏統一08購01
12293,078469,華邦電統一07購01
12294,078470,華邦電統一08購01
12295,078471,南亞科統一07購01
12296,078472,南亞科統一08購01
12297,078473,南亞科統一08購02
12298,078474,圓剛統一08購01
12299,078475,華新科統一08購03
12300,078476,彩晶統一08購01
12301,078477,南電統一07購05
12302,078478,滬深2X國票07購01
12303,078479,台達化國票07購01
12304,078480,亞德客國票07購01
12305,078481,大成鋼國票08購02
12306,078482,聯電國票08購02
12307,078483,金寶國票07購02
12308,078484,鴻海國票08購01
12309,078485,鴻海國票08購02
12310,078486,旺宏國票06購02
12311,078487,旺宏國票08購03
12312,078488,華邦電國票08購03
12313,078489,微星國票08購01
12314,078490,友達國票07購03
12315,078491,友達國票08購04
12316,078492,圓剛國票07購01
12317,078493,美律國票08購01
12318,078494,聯發科國票09購01
12319,078495,華新科國票08購03
12320,078496,大立光國票08購01
12321,078497,玉晶光國票09購01
12322,078498,群創國票07購02
12323,078499,日月光國票08購01
12324,078500,新唐國票07購01
12325,078501,彩晶國票08購03
12326,078502,彩晶國票09購01
12327,078503,精成科國票08購01
12328,078504,力成國票07購01
12329,078505,為升群益07購01
12330,078506,台達電群益06購02
12331,078507,旺宏群益08購01
12332,078508,華邦電群益08購01
12333,078509,華邦電群益09購01
12334,078510,友達群益09購03
12335,078511,聯詠群益07購01
12336,078512,群創群益09購03
12337,078513,新唐群益06購01
12338,078514,彩晶群益09購04
12339,078515,精成科群益06購01
12340,078516,元金2X凱基06購05
12341,078517,和大凱基08購01
12342,078518,岱宇凱基06購01
12343,078519,大成鋼凱基06購03
12344,078520,金寶凱基07購01
12345,078521,華通凱基06購01
12346,078522,鴻海凱基0A購01
12347,078523,華邦電凱基07購01
12348,078524,宏碁凱基06購01
12349,078525,美律凱基06購01
12350,078526,全新凱基08購01
12351,078527,華晶科凱基06購03
12352,078528,玉晶光凱基07購02
12353,078529,彩晶凱基06購04
12354,078530,彩晶凱基07購02
12355,078531,彩晶凱基0A購01
12356,078532,瑞儀凱基06購01
12357,078533,台表科凱基07購01
12358,078534,寶成凱基06購01
12359,078535,岱宇國泰07購01
12360,078536,台積電國泰08購04
12361,078537,旺宏國泰08購03
12362,078538,旺宏國泰08購04
12363,078539,華邦電國泰08購02
12364,078540,鴻海富邦08購01
12365,078541,宏達電富邦06購01
12366,078542,神達富邦08購01
12367,078543,臻鼎富邦06購01
12368,078544,彩晶富邦06購02
12369,078545,精成科富邦08購01
12370,078546,恆大永豐06購01
12371,078547,岱宇永豐06購01
12372,078548,聯電永豐06購03
12373,078549,鴻海永豐06購01
12374,078550,台積電永豐06購02
12375,078551,華邦電永豐06購04
12376,078552,新興永豐06購01
12377,078553,華晶科永豐06購02
12378,078554,玉晶光永豐06購05
12379,078555,彩晶永豐06購03
12380,078556,緯穎永豐06購01
12381,078557,達方永豐06購01
12382,078558,圓剛元大06購02
12383,078559,T50正2元大09購01
12384,078560,T50反1元大09購02
12385,078561,元石油元大07購01
12386,078562,臺指反元大09購02
12387,078563,FBVIX元大07購01
12388,078564,FBVIX元大09購01
12389,078565,SP黃豆元大07購03
12390,078566,台化元大06購01
12391,078567,亞德客元大06購03
12392,078568,岱宇元大06購01
12393,078569,岱宇元大06購02
12394,078570,中鴻元大06購02
12395,078571,大成鋼元大06購05
12396,078572,南港元大06購01
12397,078573,聯電元大06購11
12398,078574,聯電元大06購12
12399,078575,台達電元大06購01
12400,078576,台達電元大07購02
12401,078577,國巨元大06購13
12402,078578,國巨元大06購14
12403,078579,友訊元大06購04
12404,078580,旺宏元大06購06
12405,078581,華邦電元大06購06
12406,078582,佳世達元大06購02
12407,078583,瑞昱元大06購02
12408,078584,凌陽元大06購01
12409,078585,友達元大06購05
12410,078586,友達元大08購02
12411,078587,盟立元大06購01
12412,078588,可成元大06購03
12413,078589,強茂元大07購02
12414,078590,大立光元大06購03
12415,078591,大立光元大06購04
12416,078592,聯詠元大06購05
12417,078593,華晶科元大06購01
12418,078594,明泰元大06購01
12419,078595,玉晶光元大09購02
12420,078596,神達元大06購01
12421,078597,日月光元大06購02
12422,078598,旭富元大06購01
12423,078599,新唐元大06購01
12424,078600,臻鼎元大07購01
12425,078601,精成科元大06購02
12426,078602,力成元大06購02
12427,078603,台郡元大06購02
12428,078604,台表科元大06購01
12429,078605,惠特元大06購01
12430,078606,惠特元大06購02
12431,078607,南茂元大06購01
12432,078608,臺股指元大06購12
12433,078609,臺股指元大06購15
12434,078610,台積電第一0A購01
12435,078611,華新科第一06購01
12436,078612,亞德客兆豐06購01
12437,078613,鴻海兆豐08購01
12438,078614,聯發科兆豐07購02
12439,078615,長榮兆豐06購01
12440,078616,景碩兆豐07購01
12441,078617,嘉聯益兆豐07購01
12442,078618,T50正2群益07購01
12443,078619,道瓊反群益08購01
12444,078620,中興電群益06購01
12445,078621,中興電群益09購01
12446,078622,岱宇群益06購01
12447,078623,華通群益07購01
12448,078624,台積電群益08購02
12449,078625,光罩群益06購02
12450,078626,長榮群益07購01
12451,078627,神達群益06購01
12452,078628,致新群益06購01
12453,078629,臺股指群益06購06
12454,078630,華通麥證06購02
12455,078631,旺宏麥證06購01
12456,078632,聯發科麥證06購01
12457,078633,華新科麥證06購01
12458,078634,新光金麥證06購01
12459,078635,大立光麥證06購01
12460,078636,元石油凱基09購01
12461,078637,道瓊銅凱基06購01
12462,078638,台達電凱基09購01
12463,078639,鴻海凱基06購06
12464,078640,光罩凱基07購02
12465,078641,全新凱基08購02
12466,078642,長榮凱基06購04
12467,078643,長榮凱基08購02
12468,078644,長榮凱基08購03
12469,078645,長榮凱基08購04
12470,078646,新興凱基07購01
12471,078647,新興凱基07購02
12472,078648,玉晶光凱基06購04
12473,078649,嘉聯益凱基07購03
12474,078650,惠特凱基07購01
12475,078651,恆大元大06購02
12476,078652,中興電元大06購03
12477,078653,中興電元大06購04
12478,078654,中興電元大08購01
12479,078655,永冠元大06購01
12480,078656,榮成元大06購01
12481,078657,正新元大06購01
12482,078658,聯電元大06購13
12483,078659,聯電元大06購14
12484,078660,聯電元大06購15
12485,078661,鴻海元大06購09
12486,078662,鴻海元大06購10
12487,078663,國巨元大06購15
12488,078664,廣宇元大06購01
12489,078665,台積電元大06購11
12490,078666,友訊元大06購05
12491,078667,友訊元大06購06
12492,078668,旺宏元大06購07
12493,078669,旺宏元大06購09
12494,078670,華邦電元大06購07
12495,078671,南亞科元大06購07
12496,078672,南亞科元大06購08
12497,078673,美律元大06購01
12498,078674,全新元大06購02
12499,078675,華新科元大06購07
12500,078676,華新科元大06購08
12501,078677,長榮元大08購03
12502,078678,新興元大06購01
12503,078679,智原元大06購01
12504,078680,群創元大06購03
12505,078681,群創元大06購04
12506,078682,群創元大06購05
12507,078683,新唐元大07購01
12508,078684,嘉聯益元大06購05
12509,078685,南電元大06購11
12510,078686,南茂元大06購02
12511,078687,寶成元大06購01
12512,078688,美利達元大06購01
12513,078689,FBVIX國泰08購01
12514,078690,鴻海國泰08購02
12515,078691,鴻海國泰08購03
12516,078692,台積電國泰09購01
12517,078693,華新科國泰08購01
12518,078694,華新科國泰08購02
12519,078695,元石油富邦08購02
12520,078696,和大富邦08購01
12521,078697,華通富邦06購02
12522,078698,台積電富邦08購07
12523,078699,華邦電富邦06購02
12524,078700,敬鵬富邦08購01
12525,078701,長榮富邦08購01
12526,078702,群創富邦06購02
12527,078703,中興電永豐06購02
12528,078704,喬山永豐06購01
12529,078705,勝一永豐06購01
12530,078706,正新永豐06購01
12531,078707,光罩永豐06購01
